,Date,Open,High,Low,Close,Volume,Market Cap
0,2021-10-22,0.00062210173076,0.0009557253252353508,0.0006012279781653194,0.0006069710823201423,0.12,114608.78
1,2021-10-21,0.00065992837036,0.00066600546808,0.00062117408714,0.00062220275919,0.0,117474.29
2,2021-10-20,0.00064284586188,0.00066930387271,0.00063610674992,0.00066000859454,0.0,124600.75
3,2021-10-19,0.00062026077831,0.00064434533373,0.00061622933718,0.00064254697185,0.0,121292.79
4,2021-10-18,0.000615536173846995,0.0006261465904694762,0.000600127569251342,0.00062025963293,0.0,117074.89
5,2021-10-17,0.0006698139876197082,0.0006755520079639095,0.0005916446837606797,0.0006157049729362785,0.2,116057.31
6,2021-10-16,0.0006159395006061834,0.0006823061008830619,0.0006111084133647169,0.0006697386726639444,0.01,126231.34
7,2021-10-15,0.0005732152527966035,0.0006275712970297238,0.0005686814269296361,0.0006162757845123185,0.01,116142.78
8,2021-10-14,0.0005740109752733619,0.0005847873549887219,0.0005695707613622129,0.0005733441756498584,0.16,108042.73
9,2021-10-13,0.0008406158525708685,0.0008474902018284571,0.0005437097322790751,0.0005741389929497741,4.19,108082.69
10,2021-10-12,0.0005748478946519359,0.0009186909975481863,0.0005647156486728602,0.0008409415938941328,1.53,158294.35
11,2021-10-11,0.0010954315836770917,0.0011343122948248867,0.0005592266051219587,0.0005746332019525536,0.03,108155.62
12,2021-10-10,0.0010993644890083087,0.0011201274786146896,0.0005453647571512797,0.0010961956722271985,0.05,206305.88
13,2021-10-09,0.00053967846767,0.0011035537454110447,0.00053735142882,0.001099183046688063,2.34,206848.19
14,2021-10-08,0.00053805985164,0.00055922981022,0.00053688055287,0.00053954145345,0.0,101396.47
15,2021-10-07,0.0005536144942960792,0.0005536144942960792,0.0005352546834628189,0.00053803530268,0.0,101104.24
16,2021-10-06,0.0005151481406027666,0.0005556846354624718,0.0005048819074713721,0.0005539577899257997,2.27,104086.92
17,2021-10-05,0.0009822580256478647,0.001017284813437107,0.0005071077209533392,0.0005149091957937613,0.21,96641.62
18,2021-10-04,0.00096399903115,0.000988189505475255,0.0004704500374713232,0.0009822047532397358,0.49,184328.71
19,2021-10-03,0.0009542297292693954,0.000982613844203632,0.000943145752110424,0.0009638704984,0.0,180871.14
20,2021-10-02,0.0012029235304506934,0.001207051522030555,0.00047673934308431335,0.0009546150340978191,46.88,179119.15
21,2021-10-01,0.0005254907475058184,0.0012593362930552066,0.0005247698126374513,0.00120353654015222,66.21,225631.1
22,2021-09-30,0.0005819010887408722,0.0006082663309528375,0.0005134534273865173,0.0005253425682636658,0.01,98478.98
23,2021-09-29,0.0006155181699784408,0.0006381788782425296,0.0004521087718538608,0.0005814676662978689,6.51,108985.84
24,2021-09-28,0.00084471463693,0.00085550292283,0.0006139749374932578,0.0006146412706705401,1.52,115093.1
25,2021-09-27,0.00077775370388,0.00088054487192,0.00077385735251,0.00084471941463,1.08,158160.43
26,2021-09-26,0.00076889867664,0.00079054741746,0.00073527230988,0.00077823696295,0.0,145699.31
27,2021-09-25,0.00081395528222,0.00090270302104,0.00076124842825,0.0007689014806,1.78,143937.17
28,2021-09-24,0.0007632031361,0.00082019945343,0.00067076352834,0.00081400161282,2.91,152221.06
29,2021-09-23,0.00074076666036,0.00129754489472,0.00073285875089,0.00076328101207,27.6,142723.33
30,2021-09-22,0.00069179251226,0.0007476365268,0.00069063578124,0.00074094201964,0.0,138533.44
31,2021-09-21,0.0007283446415,0.0007413293697,0.00067638936657,0.00068945747699,0.0,128894.99
32,2021-09-20,0.00080342369463,0.00080457938031,0.00072418156943,0.00072893562544,22.69,136063.84
33,2021-09-19,0.00086901054328,0.00086991061204,0.00079763668086,0.00080361933613,22.51,149990.28
34,2021-09-18,0.00085081536042,0.00092116639118,0.0008475711155,0.00086845498216,0.12,162034.5
35,2021-09-17,0.00086010044048,0.00086689657347,0.00084298544277,0.00085010545671,0.0,158595.13
36,2021-09-16,0.00086717423507,0.00087276292939,0.00084743202821,0.00086000084922,0.01,160266.89
37,2021-09-15,0.000847664889,0.00087210843238,0.00084191987777,0.00086713631979,0.01,161581.18
38,2021-09-14,0.00080933530739,0.00084992625639,0.00080554196429,0.00084732801492,0.0,157876.35
39,2021-09-13,0.00082914,0.00083877622172,0.00078464377413,0.00080938167377,0.0,150668.66
40,2021-09-12,0.00081363,0.00083457,0.00080623,0.0008298,0.0,154453.08
41,2021-09-11,0.00080791,0.00082557,0.00077273,0.0008133,25.64,151368.6
42,2021-09-10,0.00083514,0.00084657,0.0007982,0.00080769,0.14,150176.97
43,2021-09-09,0.00082395,0.00085072,0.00082206,0.00083505,0.01,155249.23
44,2021-09-08,0.0008426,0.00085201,0.00080211,0.00082965,0.0,154231.67
45,2021-09-07,0.0009474,0.00095137,0.00077913,0.00084277,0.01,156655.47
46,2021-09-06,0.00098331,0.00099028,0.00093329,0.00094767,1.22,175974.11
